ID_HECHOS_LESIONES,N_VICTIMAS,AAAA,FECHA,HORA,comuna,tipo_calle,geocodificacion_CABA,longitud,latutid,victima,acusado,participantes,gravedad
LC-2021-0236489,1,2021,2021-05-26 00:00:00,16.0,7,AVENIDA,Point (100812.103741664 100363.855321143),-58.454443885937,-34.625989812600,,,SD-SD,GRAVE
LC-2021-0237213,1,2021,2021-05-27 00:00:00,0.0,,,,,,PEATON,CAMION,PEATON-CAMION,GRAVE
LC-2021-0238659,1,2021,2021-05-27 00:00:00,22.0,13,CALLE,Point (101172.580567513 107388.311458383),-58.450522152410,-34.562667956305,,,SD-SD,GRAVE
LC-2021-0239137,1,2021,2021-05-28 00:00:00,0.0,,,,,,PEATON,MOTO,PEATON-MOTO,GRAVE
LC-2021-0239990,1,2021,2021-05-28 00:00:00,0.0,,,,,,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0241542,1,2021,2021-05-30 00:00:00,0.0,,,,,,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0242208,1,2021,2021-05-31 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0244728,1,2021,2021-06-01 00:00:00,0.0,,,,,,CICLISTA,OBJETO FIJO,CICLISTA-OBJETO FIJO,GRAVE
LC-2021-0246322,1,2021,2021-06-02 00:00:00,12.0,12,AVENIDA,Point (99137.3135055666 107598.044592232),-58.472699553041,-34.560777517608,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0247762,1,2021,2021-06-03 00:00:00,7.0,15,AVENIDA,Point (100300.69930045 102792.785975973),-58.460021423167,-34.604094690829,MOTO,CAMION,MOTO-CAMION,GRAVE
LC-2021-33610374,1,2021,2021-06-03 00:00:00,0.0,,,,,,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0250210,1,2021,2021-06-04 00:00:00,15.0,4,AVENIDA,Point (104770.598568073 97235.7206695343),-58.411259344828,-34.654177407340,MOTO,,MOTO-SD,GRAVE
LC-2021-0251693,1,2021,2021-06-05 00:00:00,21.0,13,CALLE,Point (100643.943222582 107955.342284552),-58.456282929894,-34.557556901808,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0255387,1,2021,2021-06-08 00:00:00,15.0,3,CALLE,Point (105333.064827814 102874.7515481),-58.405158718202,-34.603342279942,CICLISTA,TRANSPORTE PUBLICO,CICLISTA-TRANSPORTE PUBLICO,GRAVE
LC-2021-0258159,1,2021,2021-06-10 00:00:00,9.0,1,CALLE,Point (107433.796477131 100255.683192109),-58.382233829418,-34.626938657191,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0259425,2,2021,2021-06-10 00:00:00,19.0,9,CALLE,Point (95754.3948647469 96888.7686504172),-58.509615520784,-34.657306778152,,,SD-SD,GRAVE
LC-2021-0260630,2,2021,2021-06-11 00:00:00,14.0,14,AVENIDA,Point (103743.216327908 104436.089303701),-58.422497985568,-34.589274647414,PEATON,MOTO,PEATON-MOTO,GRAVE
LC-2021-0260696,1,2021,2021-06-11 00:00:00,14.0,14,AVENIDA,Point (102849.574717061 106999.455278859),-58.432247229958,-34.566170102700,CICLISTA,MOTO,CICLISTA-MOTO,GRAVE
LC-2021-0261608,1,2021,2021-06-12 00:00:00,6.0,1,,Point (106665.43400166284118313 105409.74851311417296529),-58.390653,-34.580483,PEATON,,PEATON-SD,GRAVE
LC-2021-0262548,1,2021,2021-06-12 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0263544,1,2021,2021-06-13 00:00:00,23.0,7,AVENIDA,Point (99796.424921369 99957.7695179948),-58.465519924535,-34.629650674818,CICLISTA,MOTO,CICLISTA-MOTO,GRAVE
LC-2021-0263632,1,2021,2021-06-14 00:00:00,4.0,4,AVENIDA,Point (106638.498875675 99445.5563252155),-58.390900300476,-34.634246859729,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0266234,1,2021,2021-06-15 00:00:00,12.0,,,,,,PEATON,CAMIONETA,PEATON-CAMIONETA,GRAVE
LC-2021-0278875,2,2021,2021-06-21 00:00:00,23.0,7,AVENIDA,Point (99615.6317294597 99306.931733437),-58.467491887068,-34.635517513682,,,SD-SD,GRAVE
LC-2021-0285238,2,2021,2021-06-22 00:00:00,17.0,11,AVENIDA,Point (95790.4285483485 102774.525200786),-58.509192819078,-34.604250472764,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0285645,1,2021,2021-06-22 00:00:00,20.0,11,AVENIDA,Point (95048.9774791527 102196.276958927),-58.517279596849,-34.609459695085,PEATON,CAMIONETA,PEATON-CAMIONETA,GRAVE
LC-2021-0285913,1,2021,2021-06-22 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0300645,1,2021,2021-06-25 00:00:00,15.0,4,AUTOPISTA,Point (107903.918285871 98767.4309142529),-58.377093345924,-34.640350824684,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0301115,1,2021,2021-06-25 00:00:00,18.0,15,AVENIDA,Point (102862.968729416 104001.861407245),-58.432091369639,-34.593191753076,CICLISTA,OBJETO FIJO,CICLISTA-OBJETO FIJO,GRAVE
LC-2021-0302447,1,2021,2021-06-26 00:00:00,23.0,15,CALLE,Point (101193.843294535 105094.363829839),-58.450287386618,-34.583346654786,CICLISTA,AUTO,CICLISTA-AUTO,GRAVE
LC-2021-0302958,3,2021,2021-06-27 00:00:00,14.0,7,CALLE,Point (101408.234089874 98823.3815968686),-58.447940662164,-34.639875616715,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0312143,1,2021,2021-07-02 00:00:00,17.0,11,CALLE,Point (99775.7342498336 101950.255190455),-58.465744908872,-34.611689607344,MOTO,CAMIONETA,MOTO-CAMIONETA,GRAVE
LC-2021-0313368,1,2021,2021-07-03 00:00:00,14.0,1,AVENIDA,Point (107452.288092075 104177.515705035),-58.382066363241,-34.591585527472,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0319503,1,2021,2021-07-07 00:00:00,8.0,11,AVENIDA,Point (99940.6937492978 102336.544237669),-58.463946292205,-34.608207469012,MOTO,MOVIL,MOTO-MOVIL,GRAVE
LC-2021-0322695,1,2021,2021-07-08 00:00:00,20.0,1,AVENIDA,Point (107281.613930979 100230.169345797),-58.383893170513,-34.627169732215,,,SD-SD,GRAVE
LC-2021-0324329,2,2021,2021-07-10 00:00:00,5.0,7,AVENIDA,Point (100360.172648257 97659.2940967476),-58.459371192599,-34.650369972160,CAMIONETA,OBJETO FIJO,CAMIONETA-OBJETO FIJO,GRAVE
LC-2021-0324598,1,2021,2021-07-10 00:00:00,11.0,10,GRAL PAZ,Point (93891.3743544578 100392.302605173),-58.529913785089,-34.625715138994,,,SD-SD,GRAVE
LC-2021-0326755,1,2021,2021-07-12 00:00:00,7.0,1,AVENIDA,Point (107613.970267994 101287.324780813),-58.380278220071,-34.617637727822,CICLISTA,CAMION,CICLISTA-CAMION,GRAVE
LC-2021-0327882,1,2021,2021-07-12 00:00:00,17.0,10,AVENIDA,Point (97651.3730754271 100233.344217159),-58.488911827310,-34.627163753794,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0332901,1,2021,2021-07-15 00:00:00,9.0,13,CALLE,Point (99677.9227372915 110364.156742374),-58.466807622291,-34.535842721809,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0335920,1,2021,2021-07-16 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0335963,1,2021,2021-07-16 00:00:00,0.0,,,,,,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0336044,1,2021,2021-07-16 00:00:00,15.0,14,CALLE,Point (104230.453851336 104324.671110227),-58.417186482655,-34.590277155218,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0336162,1,2021,2021-07-16 00:00:00,19.0,9,AVENIDA,Point (98577.604308398 96830.1852322512),-58.478817125698,-34.657842829992,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0337155,2,2021,2021-07-17 00:00:00,17.0,7,AVENIDA,Point (103334.3870984 99629.0715183741),-58.426935702527,-34.632608474001,CAMIONETA,AUTO,CAMIONETA-AUTO,GRAVE
LC-2021-0337412,2,2021,2021-07-17 00:00:00,20.0,8,CALLE,Point (98341.6690181381 94197.2049332757),-58.481396301055,-34.681577006861,MOTO,CAMIONETA,MOTO-CAMIONETA,GRAVE
LC-2021-0337996,1,2021,2021-07-18 00:00:00,0.0,,,,,,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,GRAVE
LC-2021-0338444,1,2021,2021-07-18 00:00:00,18.0,3,CALLE,Point (104853.174818224 102229.982147757),-58.410386820623,-34.609156855350,,MOTO,SD-MOTO,GRAVE
LC-2021-0338736,1,2021,2021-07-19 00:00:00,8.0,4,AVENIDA,Point (104289.120583705 97477.5120073019),-58.416512816459,-34.651999918550,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0345963,1,2021,2021-07-22 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0347304,1,2021,2021-07-23 00:00:00,15.0,7,AVENIDA,Point (102272.887722813 100042.036696986),-58.438513285954,-34.628888692456,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0348988,1,2021,2021-07-24 00:00:00,0.0,,,,,,CICLISTA,OBJETO FIJO,CICLISTA-OBJETO FIJO,GRAVE
LC-2021-0349217,1,2021,2021-07-25 00:00:00,0.0,5,AVENIDA,Point (104332.188556697 102299.172781106),-58.416067343411,-34.608535445598,MOTO,,MOTO-SD,GRAVE
LC-2021-0349916,2,2021,2021-07-25 00:00:00,16.0,14,AVENIDA,Point (104128.515776438 103898.775718575),-58.418295592218,-34.594116772592,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0350281,1,2021,2021-07-25 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0366270,1,2021,2021-07-26 00:00:00,13.0,10,AVENIDA,Point (94500.9949151827 99449.3746162158),-58.523272113978,-34.634218532899,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0373193,1,2021,2021-07-27 00:00:00,19.0,2,CALLE,Point (104740.569513192 103661.245712928),-58.411622426119,-34.596255360965,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0376233,1,2021,2021-07-29 00:00:00,13.0,15,AVENIDA,Point (101742.819870789 103827.755333883),-58.444301374112,-34.594763673349,CICLISTA,AUTO,CICLISTA-AUTO,GRAVE
LC-2021-0376552,1,2021,2021-07-29 00:00:00,15.0,11,AVENIDA,Point (98398.3395937275 100797.669863268),-58.480764986916,-34.622078178902,MOTO,MOVIL,MOTO-MOVIL,GRAVE
LC-2021-0376883,2,2021,2021-07-29 00:00:00,21.0,7,AVENIDA,Point (101448.288447835 99373.4489364553),-58.447504703453,-34.634917050037,MOTO,PEATON,MOTO-PEATON,GRAVE
LC-2021-0379414,3,2021,2021-07-31 00:00:00,15.0,14,CALLE,Point (102875.628707592 105615.096340255),-58.431958723509,-34.578649293221,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0380059,1,2021,2021-08-01 00:00:00,4.0,4,AVENIDA,Point (105444.31269291 97893.6648738084),-58.403914238278,-34.648243146309,,,SD-SD,GRAVE
LC-2021-0380229,1,2021,2021-08-01 00:00:00,9.0,3,AVENIDA,Point (105304.230908591 102739.356026881),-58.405472227484,-34.604562939849,,,SD-SD,GRAVE
LC-2021-0381747,1,2021,2021-08-02 00:00:00,13.0,1,AVENIDA,Point (106537.352817616 102690.704956528),-58.392028201670,-34.604994454844,,,SD-SD,GRAVE
LC-2021-0384186,1,2021,2021-08-03 00:00:00,17.0,8,AVENIDA,Point (98384.9961504244 93974.2778200278),-58.480923946139,-34.683586612020,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,GRAVE
LC-2021-0388817,1,2021,2021-08-05 00:00:00,23.0,3,AVENIDA,Point (105871.05535605 100647.446191566),-58.399278293328,-34.623417205287,,,SD-SD,GRAVE
LC-2021-0388826,2,2021,2021-08-05 00:00:00,22.0,5,AVENIDA,Point (104078.210650961 100380.558794364),-58.418827276769,-34.625831630512,CAMIONETA,MOTO,CAMIONETA-MOTO,GRAVE
LC-2021-0388849,1,2021,2021-08-05 00:00:00,23.0,4,CALLE,Point (104073.681024104 97508.4837228564),-58.418863051389,-34.651721596145,,,SD-SD,GRAVE
LC-2021-0388902,1,2021,2021-08-06 00:00:00,0.0,13,AVENIDA,Point (99620.3493681628 110483.292865985),-58.467434718017,-34.534768743446,,,SD-SD,GRAVE
LC-2021-0389348,1,2021,2021-08-06 00:00:00,10.0,14,AVENIDA,Point (105377.352615124 105410.912745802),-58.404691786574,-34.580479984659,CICLISTA,AUTO,CICLISTA-AUTO,GRAVE
LC-2021-0391772,1,2021,2021-08-07 00:00:00,18.0,1,AVENIDA,Point (108155.234280173 100788.419774201),-58.374371602904,-34.622130921953,CICLISTA,OBJETO FIJO,CICLISTA-OBJETO FIJO,GRAVE
LC-2021-0394519,6,2021,2021-08-09 00:00:00,20.0,4,CALLE,Point (108029.196626316 97048.9552978528),-58.375710780684,-34.655840796206,AUTO,TRANSPORTE PUBLICO,AUTO-TRANSPORTE PUBLICO,GRAVE
LC-2021-0398789,1,2021,2021-08-12 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0399069,1,2021,2021-08-12 00:00:00,10.0,4,CALLE,Point (106398.51474006 98476.9051414548),-58.393510318775,-34.642980149138,,AUTO,SD-AUTO,GRAVE
LC-2021-0400152,1,2021,2021-08-12 00:00:00,18.0,10,AVENIDA,Point (96822.6113343073 101510.32578499),-58.497944681813,-34.615650258298,,,SD-SD,GRAVE
LC-2021-0402759,1,2021,2021-08-14 00:00:00,10.0,12,CALLE,Point (97909.2374998231 106745.580140831),-58.486083335269,-34.568460213429,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0406319,1,2021,2021-08-17 00:00:00,10.0,,,,,,MOTO,CAMIONETA,MOTO-CAMIONETA,GRAVE
LC-2021-0406452,2,2021,2021-08-17 00:00:00,10.0,14,AVENIDA,Point (103624.708175293 106377.347048374),-58.423797894888,-34.571775681841,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0409611,1,2021,2021-08-18 00:00:00,16.0,1,CALLE,Point (107433.796477131 100255.683192109),-58.382233829418,-34.626938657191,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0409793,2,2021,2021-08-18 00:00:00,0.0,,,,,,AUTO,AUTO,AUTO-AUTO,GRAVE
LC-2021-0412719,1,2021,2021-08-20 00:00:00,11.0,12,GRAL PAZ,Point (96082.9664732474 107261.968738333),-58.505982565947,-34.563799805439,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0413084,1,2021,2021-08-20 00:00:00,0.0,,,,,,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0413580,1,2021,2021-08-20 00:00:00,18.0,13,CALLE,Point (101437.828740297 107871.232899231),-58.44763261658,-34.558314344106,,,SD-SD,GRAVE
LC-2021-0572971,1,2021,2021-08-21 00:00:00,12.0,,,,,,,,SD-SD,GRAVE
LC-2021-0415145,1,2021,2021-08-22 00:00:00,2.0,10,AVENIDA,Point (98127.8602399228 100447.821205907),-58.483715204000,-34.625231380311,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0415301,1,2021,2021-08-22 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0415950,1,2021,2021-08-22 00:00:00,21.0,5,CALLE,Point (103531.433855818 101233.041555848),-58.424793325583,-34.618149012410,CICLISTA,AUTO,CICLISTA-AUTO,GRAVE
LC-2021-0416218,1,2021,2021-08-23 00:00:00,6.0,4,CALLE,Point (107899.424128376 97813.6948620557),-58.377133531396,-34.648948173529,,,SD-SD,GRAVE
LC-2021-0418963,1,2021,2021-08-24 00:00:00,9.0,1,AVENIDA,Point (106906.120648218 102110.865488078),-58.388003146205,-34.610218971394,,,SD-SD,GRAVE
LC-2021-0422396,1,2021,2021-08-25 00:00:00,0.0,,,,,,MOTO,CAMION,MOTO-CAMION,GRAVE
LC-2021-0426882,1,2021,2021-08-26 00:00:00,20.0,11,AVENIDA,Point (94473.8266012441 101590.747589267),-58.523554317969,-34.614915216958,,,SD-SD,GRAVE
LC-2021-0424955,1,2021,2021-08-27 00:00:00,11.0,12,CALLE,Point (97740.9607663099 105353.745016044),-58.487920906560,-34.581006499730,MOTO,,MOTO-SD,GRAVE
LC-2021-0426393,1,2021,2021-08-28 00:00:00,0.0,,,,,,MOTO,CAMION,MOTO-CAMION,GRAVE
LC-2021-0427069,1,2021,2021-08-28 00:00:00,17.0,10,CALLE,Point (97925.3680028347 100457.582918612),-58.485923324549,-34.625142983995,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0427787,1,2021,2021-08-29 00:00:00,10.0,1,CALLE,Point (107525.28457966 100140.034542335),-58.381235128014,-34.627980495892,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0429889,2,2021,2021-08-30 00:00:00,17.0,10,AVENIDA,Point (98342.0389341653 99487.5611535067),-58.481381560212,-34.633887915084,,,SD-SD,GRAVE
LC-2021-0432010,1,2021,2021-08-31 00:00:00,16.0,14,AVENIDA,Point (104343.821116692 104893.19964582),-58.415953619465,-34.585151718689,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0434385,1,2021,2021-09-01 00:00:00,22.0,12,AVENIDA,Point (97215.0266328677 106397.099576282),-58.493649607279,-34.571599898604,MOTO,,MOTO-SD,GRAVE
LC-2021-0437070,1,2021,2021-09-03 00:00:00,12.0,8,CALLE,Point (99203.4627919232 92552.7554871647),-58.471993874069,-34.696401644521,MOTO,,MOTO-SD,GRAVE
LC-2021-0437159,1,2021,2021-09-03 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0441948,1,2021,2021-09-06 00:00:00,12.0,15,AVENIDA,Point (99848.9831372992 102931.678560368),-58.464946033037,-34.602842662765,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0442715,1,2021,2021-09-06 00:00:00,21.0,1,AVENIDA,Point (107550.963745187 102837.023423887),-58.380978922316,-34.603668578495,,,SD-SD,GRAVE
LC-2021-0444580,1,2021,2021-09-07 00:00:00,20.0,3,CALLE,Point (106550.674355904 102097.745269782),-58.391878429433,-34.610339553516,,,SD-SD,GRAVE
LC-2021-0450332,1,2021,2021-09-10 00:00:00,17.0,12,AVENIDA,Point (97525.4811240267 106595.292220413),-58.490265737201,-34.569814107400,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0452081,1,2021,2021-09-12 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0452355,1,2021,2021-09-12 00:00:00,9.0,1,AVENIDA,Point (107178.967182107 100265.135761006),-58.385012835558,-34.626855249652,,AUTO,SD-AUTO,GRAVE
LC-2021-0453033,1,2021,2021-09-12 00:00:00,14.0,14,AVENIDA,Point (103965.45958231 107084.948127687),-58.420087690578,-34.565395790276,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,GRAVE
LC-2021-0456342,1,2021,2021-09-14 00:00:00,13.0,3,CALLE,Point (104923.529061687 101286.258816607),-58.409614351931,-34.617663629752,,,SD-SD,GRAVE
LC-2021-0458263,1,2021,2021-09-15 00:00:00,12.0,14,AVENIDA,Point (102912.149263197 105841.419526443),-58.431561455891,-34.576609010579,,,SD-SD,GRAVE
LC-2021-0459051,1,2021,2021-09-15 00:00:00,17.0,10,AVENIDA,Point (94330.9183844341 101692.088076998),-58.525111831595,-34.614000905717,,,SD-SD,GRAVE
LC-2021-0459152,1,2021,2021-09-15 00:00:00,18.0,10,AVENIDA,Point (97874.0356499438 98907.96172542),-58.486487081978,-34.639111753351,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0459304,1,2021,2021-09-15 00:00:00,19.0,14,CALLE,Point (104730.002234795 105860.015850152),-58.411749719690,-34.576434712698,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0473657,1,2021,2021-09-15 00:00:00,23.0,,,Point (102739.72039558405231219 107517.77271590284362901),-58.4334459621102,-34.5614980315113,,,SD-SD,GRAVE
LC-2021-0465269,2,2021,2021-09-19 00:00:00,8.0,9,CALLE,Point (97760.0971672797 98258.6895217698),-58.487731528285,-34.644964282660,,,SD-SD,GRAVE
LC-2021-0470015,2,2021,2021-09-21 00:00:00,0.0,,,,,,AUTO,AUTO,AUTO-AUTO,GRAVE
LC-2021-0472142,1,2021,2021-09-22 00:00:00,0.0,,,,,,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0472991,1,2021,2021-09-23 00:00:00,0.0,,,,,,CICLISTA,AUTO,CICLISTA-AUTO,GRAVE
LC-2021-0473027,1,2021,2021-09-23 00:00:00,11.0,15,AVENIDA,Point (100831.098173397 102647.867623699),-58.454238842302,-34.605400782207,PEATON,MOTO,PEATON-MOTO,GRAVE
LC-2021-0473375,1,2021,2021-09-23 00:00:00,14.0,8,CALLE,Point (98072.9895943475 94742.808048063),-58.484326911335,-34.676658284930,MOTO,,MOTO-SD,GRAVE
LC-2021-0475685,1,2021,2021-09-24 00:00:00,15.0,14,AVENIDA,Point (105788.977204797 105189.396804917),-58.400204001801,-34.582474614873,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0476695,1,2021,2021-09-25 00:00:00,11.0,13,CALLE,Point (102437.441875025 108614.728557248),-58.436742815437,-34.551610275542,,,SD-SD,GRAVE
LC-2021-0480272,1,2021,2021-09-27 00:00:00,16.0,8,AVENIDA,Point (97612.3760922644 94761.8126826032),-58.489352874949,-34.676485975842,,,SD-SD,GRAVE
LC-2021-0481835,1,2021,2021-09-28 00:00:00,14.0,7,CALLE,Point (99275.9966860651 99462.0667962668),-58.471195867061,-34.634118865716,,,SD-SD,GRAVE
LC-2021-0482085,1,2021,2021-09-28 00:00:00,14.0,15,AVENIDA,Point (100400.320285525 102761.888835438),-58.458935335128,-34.604373182075,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0482260,1,2021,2021-09-28 00:00:00,16.0,1,AVENIDA,Point (107461.939808595 102235.872544521),-58.381944215831,-34.609088246224,,,SD-SD,GRAVE
LC-2021-0484334,1,2021,2021-09-29 00:00:00,16.0,14,AVENIDA,Point (104517.181822132 104754.203844786),-58.414063327644,-34.586403950731,,,SD-SD,GRAVE
LC-2021-0485066,2,2021,2021-09-30 00:00:00,2.0,12,AVENIDA,Point (98988.1623103015 107804.773375869),-58.474324507853,-34.558913819253,MOTO,CICLISTA,MOTO-CICLISTA,GRAVE
LC-2021-0489365,1,2021,2021-10-01 00:00:00,16.0,9,AVENIDA,Point (96860.3961231529 98028.7413894613),-58.497545812753,-34.647034708862,CICLISTA,CAMIONETA,CICLISTA-CAMIONETA,GRAVE
LC-2021-0489553,1,2021,2021-10-02 00:00:00,0.0,,,,,,MOTO,,MOTO-SD,GRAVE
LC-2021-0495289,1,2021,2021-10-05 00:00:00,14.0,7,AVENIDA,Point (100623.163466125 98651.6636269674),-58.456503120243,-34.641424281686,,,SD-SD,GRAVE
LC-2021-0496808,1,2021,2021-10-06 00:00:00,10.0,11,CALLE,Point (99098.825970948 101834.15224943),-58.473125416601,-34.612735799658,,,SD-SD,GRAVE
LC-2021-0501238,1,2021,2021-10-08 00:00:00,22.0,10,AVENIDA,Point (98867.1455428343 99662.0597989118),-58.475654518055,-34.632315660528,,MOTO,SD-MOTO,GRAVE
LC-2021-0502307,1,2021,2021-10-09 00:00:00,20.0,7,CALLE,Point (101993.987895989 98750.3960971293),-58.441551821963,-34.640532594535,,,SD-SD,GRAVE
LC-2021-0502920,1,2021,2021-10-10 00:00:00,14.0,13,CALLE,Point (100910.411219799 106191.673086365),-58.453377720622,-34.573455277273,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO-AUTO,GRAVE
LC-2021-0504344,1,2021,2021-10-12 00:00:00,0.0,,,,,,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0504586,1,2021,2021-10-12 00:00:00,0.0,,,,,,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,GRAVE
LC-2021-0511102,1,2021,2021-10-15 00:00:00,9.0,9,CALLE,Point (96517.104296341 95680.1679862406),-58.501300148312,-34.668204427351,MOTO,CAMION,MOTO-CAMION,GRAVE
LC-2021-0512640,2,2021,2021-10-15 00:00:00,20.0,15,AVENIDA,Point (102072.851191986 104104.696296823),-58.440704408429,-34.592266610454,MOTO,,MOTO-SD,GRAVE
LC-2021-0513193,1,2021,2021-10-16 00:00:00,11.0,7,AVENIDA,Point (103421.975733914 99868.4103265485),-58.425981428843,-34.630450698797,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0514184,1,2021,2021-10-17 00:00:00,0.0,,,,,,PEATON,AUTO,PEATON-AUTO,GRAVE
LC-2021-0514955,1,2021,2021-10-17 00:00:00,20.0,7,AVENIDA,Point (100121.771133565 97683.9989412747),-58.461971709202,-34.650147317161,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0516971,1,2021,2021-10-18 00:00:00,17.0,11,AVENIDA,Point (98484.7351195532 101757.915960634),-58.479821115745,-34.613422268970,,,SD-SD,GRAVE
LC-2021-0518412,1,2021,2021-10-19 00:00:00,12.0,3,AVENIDA,Point (104856.573955973 102087.782286676),-58.410348956136,-34.610438687577,,,SD-SD,GRAVE
LC-2021-0518753,1,2021,2021-10-19 00:00:00,16.0,1,CALLE,Point (107344.572479637 101776.19483334),-58.383219889690,-34.613232807534,,,SD-SD,GRAVE
LC-2021-0521189,1,2021,2021-10-20 00:00:00,18.0,7,AVENIDA,Point (100800.360792301 98423.7702541453),-58.454570235933,-34.643478482734,,,SD-SD,GRAVE
LC-2021-0522304,1,2021,2021-10-21 00:00:00,11.0,13,AVENIDA,Point (100755.630213774 107248.648098042),-58.455065406364,-34.563927318148,,,SD-SD,GRAVE
LC-2021-0523001,2,2021,2021-10-21 00:00:00,14.0,15,CALLE,Point (101259.92486262 102925.584769692),-58.449564062602,-34.602896908379,CICLISTA,MOTO,CICLISTA-MOTO,GRAVE
LC-2021-0523425,1,2021,2021-10-21 00:00:00,20.0,11,CALLE,Point (95243.8221004627 104836.74840096),-58.515140289171,-34.585658281918,MOTO,AUTO,MOTO-AUTO,GRAVE
LC-2021-0524528,1,2021,2021-10-22 00:00:00,10.0,15,AVENIDA,Point (101149.637741543 104501.556762198),-58.450768435285,-34.588690532901,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,GRAVE
LC-2021-0527236,1,2021,2021-10-22 00:00:00,18.0,10,CALLE,Point (98494.5331726833 100112.687589494),-58.479717311707,-34.628253028844,MOTO,,MOTO-SD,GRAVE
LC-2021-0527697,2,2021,2021-10-23 00:00:00,4.0,10,AVENIDA,Point (98766.8530704113 99632.7083094565),-58.476748328856,-34.632580124990,PEATON,,PEATON-SD,GRAVE
